QCM || Question 1 ||  Dans le cas de l'action de stimuli physiologiques en excès, les cellules ne réagissent pas  |  La réponse cellulaire à l'agression dépend de l'intensité et de la durée d'action de l'agent impliqué  |  Les  réversibles aiguës présentent des changements de la différenciation cellulaire |  L'incapacité d'une cellule à s'adapter à un stimulus provoque la mort cellulaire  |  La réponse cellulaire à l'agression est identique pour tous les types cellulaires  |  La lésion est une altération morphologique cellulaire causée par de divers stimuli pathologiques  |  La cellule réagit à l'agression, modifiant son métabolisme et sa structure pour survivre  |  La nécrose est la première manifestation survenant dans la cellule sous l'action d'un agent pathogène d'intensité réduite  |  La réponse cellulaire à l'agression dépend de type cellulaire  |  Dans les  chroniques réversibles ne se produit aucun changement dans la structure cellulaire 
QCM || Question 12 ||  La vessie est distendue  |  La paroi de la vessie est mince, semi transparente  |  Cʼest une forme dʼatrophie physiologique  |  La paroi est épaissie, la cavité est réduite  |  C'est un exemple dʼatrophie de compression  |  Lʼépaississement de la paroi vésicale est > 3 cm  |  Un autre nom est vessie de lutte  |  La vessie urinaire est pseudo-hypertrophique  |  Est le résultat d'un obstacle complet à l'évacuation vésicale  |  Est lié à des anomalies nutritionnelles 
QCM || Question 13 ||  C'est une tumeur cérébrale bénigne  |  La cause la plus fréquente est lʼimmobilisation |  C'est un exemple d'hypertrophie physiologique  |  On parle d'une pseudo hypertrophie  |  Est secondaire à un obstacle à lʼécoulement de liquide céphalo-rachidien |  Due à l’accumulation excessive de liquide céphalo rachidien dans les cavités du cerveau  |  Le parenchyme cérébral est aminci  |  Cʼest une atrophie dʼinactivité  |  Le parenchyme cérébral est noirâtre ou brun-rouge, hémorragique  |  Les ventricules latéraux sont dilatés 
QCM || Question 14 ||  Lʼépaisseur du parenchyme rénal est réduite  |  Complications : calcul, infection  |  Le parenchyme rénal est épaissi  |  Lʼobstacle siège sur les voies urinaires, au-dessus de la jonction urétérovésicale  |  La cause principale est l'obstruction de l'artère rénale  |  La corticale et la médullaire montre une hyperplasie tubulaire  |  Est due à une obstruction en aval  |  C'est une forme d'atrophie de dénervation  |  Dans le bassinet et les calices, il y a un exsudat purulent, crémeux  |  Les cavités du rein (du bassinet, des calices) sont distendues par lʼaccumulation d'urine 
QCM || Question 15 ||  Elle peut être physiologique et pathologique  |  À la base est la cellule souche multipotente  |  Cʼest une réaction d'adaptation cellulaire à un stimulus pathogène  |  Peut-être épithéliale ou conjonctive  |  Cʼest une diminution du nombre et/ou de la taille des cellules  |  C'est une modification de différenciation cellulaire  |  La métaplasie conjonctive est réversible  |  On l'appelle aussi néoplasie ou dysplasie  |  C'est une tumeur secondaire  |  Un tissu mature est remplacé par un autre tissu mature 
QCM || Question 16 ||  Synonymes : intumescence trouble ou œdème cellulaire  |  Les triglycérides sʼaccumulent dans le cytoplasme des cellules parenchymateuse qui normalement ne les contiennent pas ou contiennent ce métabolite sous forme masquée  |  Au niveau l'angle interne de l'oeil on l'appelle xanthélasma  |  Localisation : foie, cœur, muscle, rein  |  C'est une lésion cellulaire chronique réversible  |  Elle représente l'accumulation interstitielle des cellules xanthiques  |  Cʼest une accumulation de cholestérol et d'esters de cholestérol  |  Elle se situe le plus souvent au niveau de la peau  |  Cʼest lʼaccumulation anormale des triglycérides dans le cytoplasme des cellules |  Est réversible lorsque le facteur étiologique disparaît 
QCM || Question 17 ||  Le foie est atrophié, micronodulaire ou macronodulaire  |  Les hépatocytes sont augmentés de volume par stase biliaire  |  Le foie est de consistance friable → aspect de ”viande bouillie ”  |  Le foie est gros, mou et dépressible, de coloration jaunâtre, bords arrondis  |  Le cytoplasme des cellules est pâle à cause de l'accumulation de glycogène  |  Peut-être microvésiculaire ou macrovésiculaire  |  Les cellules sont ballonisées, hyperhydratées, le cytoplasme est finement vacuolisé  |  Des kystes lipidiques peuvent se former  |  Peut-être diffuse ou focale  |  Le cytoplasme des hépatocytes contient des vacuoles optiquement vides 
QCM || Question 18 ||  Accumulation de cholestérol dans les hépatocytes  |  Thrombus biliaire dans les canalicules interhépatocytaires  |  Le pigment intrahépatocytaire est coloré en bleu par la coloration de Perls  |  Le pigment apparaît brun verdâtre dans la coloration HE  |  Pigment granulaire dans les hépatocytes  |  Foie gros, mou, vert  |  Accumulation de pigments exogènes dans les tissus du foie  |  Accumulation de pigment d'hémosidérine dans les hépatocytes  |  Augmentation de l'absorption de Fe dans l'intestin  |  Accumulation excessive de pigment biliaire dans le tissus hépatique 
QCM || Question 19 ||  Cʼest une modification de différenciation cellulaire  |  Néphroangiosclérose bénigne est un exemple d'hyalinose intracellulaire  |  Le matériel hyalin présent une structure fibrillaire organisées en feuillets bêta plissés  |  Cʼest une lésion cellulaire réversible chronique  |  En coloration HE: aspect homogène, éosinophile, sans structure  |  Cʼest une accumulation de protéines à structure biochimique différente |  En lumière polarisée présente une biréfringence dicroïque de couleur verte spécifique  |  Le matériel hyalin peut s'accumuler intracellulaire  |  La substance hyaline peut sʼaccumuler extracellulaire  |  La substance hyaline est mise en évidence par la coloration spécifique Rouge Congo 
QCM || Question 20 ||  Le cortex rénal est hypertrophié  |  Est associée à une hyperplasie du tissu adipeux dans le hile  |  La surface sous capsulaire est lisse et montre de petites zones hémorragiques  |  Se présente comme un nodule solitaire, avec des zones de nécrose et d'hémorragie  |  Cʼest une maladie rénale associée à lʼhypertension artérielle  |  Le rein est augmenté en volume |  Cʼest une lésion réversible chronique  |  C'est une tumeur rénale  |  Représente une atrophie rénale secondaire à lʼischémie chronique  |  Présente une hyalinose des artérioles afférentes rénales
QCM || Question 21 ||  L'hyalinosclérose des parois des artérioles afférentes  |  Épaississement de la paroi des artérioles afférentes associé à la réduction de la lumière |  La lumière de l'artériole afférente est élargie  |  L'hyaline s'accumule dans la lumière de l'artériole efférente  |  Sclérose et hyalinose partielle/complète des glomérules  |  Tubes dilatés compensatoires avec des cylindres hyalins dans la lumière  |  Tubes atrophiés  |  Les tubes atrophiés sont remplacés par une nécrose fibrinoïde  |  L'artériole afférente présente une cytostéatonécrose 
QCM || Question 22 ||  Nécrose hyperplasique  |  Nécrose hypertrophique  |  Nécrose fibrinoïde  |  Nécrose de caséification  |  Nécrose métastatique  |  Nécrose de coagulation  |  Nécrose métaplasique  |  Nécrose hémorragique  |  Nécrose de liquéfaction  |  Nécrose anaplasique 
QCM || Question 23 ||  Les cellules nécrotiques ont des limites distinctes, le cytoplasme homogène, intensément éosinophile, sans noyau  |  Cʼest une nécrose structurée, lʼarchitecture tissulaire est préservée  |  Au microscope, les noyaux sont agrandis en volume, hyperchromatiques avec un contour irrégulier  |  Apparaît dans l'infarctus  |  Est spécifique pour lʼinfection tuberculeuse  |  Microscopie : matériel nécrotique grumeleux, éosinophile, sans architecture cellulaire ou tissulaire  |  Est déterminée de lʼinterruption brutale de la vascularisation dʼun tissu   |  Elle est la conséquence de l'ischémie chronique  |  Macroscopiquement elle rappelle le lait caillé  |  Est caractérisée par coagulation des protéines cytoplasmiques 
QCM || Question 24 ||  La zone nécrotique est amorphe, sans structure  |  Cʼest une nécrose de liquéfaction  |  Macroscopie : substance blanc-grisâtre, pâteuse, comparable à du fromage blanc  |  Les fibres musculaires montrent de nombreuses mitoses  |  Le cytoplasme est hyperéosinophile  |  Les limites des cellules sont conservées  |  Macroscopie : zone mal limitée, au début rouge et molle, qui devient jaune en quelques jours  |  Perte des striations et du noyau  |  Atteint habituellement le ventricule droit  |  Les fibres musculaires nécrosées sont homogénéisées 
QCM || Question 25 ||  L'inflammation aiguë montre des signes de destruction tissulaire importante  |  L'inflammation peut être aiguë ou chronique  |  Les organes sont pâles, de consistance friable  |  Cʼest la réponse des tissus vivants, vascularisés, à une agression  |  L'inflammation chronique peut coexister avec lʼinflammation aiguë  |  Dans l'inflammation aiguë, la cellule dominante est le macrophage activé  |  La réaction inflammatoire se développe toujours dans les tissus dépourvus de vaisseaux  |  L'inflammation aiguë implique des éléments cellulaires, vasculaires et humoraux  |  C'est une adaptation cellulaire caractérisée par une métaplasie  |  L'inflammation aiguë cʼest la première réaction, de courte durée (heures ou jours) à toute agression tissulaire 
QCM || Question 26 ||  Accumulation de liquide dans le tissu  |  Baisse de la perméabilité vasculaire  |  Augmentation de la perméabilité vasculaire  |  Changements de la vitesse du sang  |  Accumulation intracellulaire de cholestérol  |  Métaplasie capillaire  |  Diapédèse leucocytaire  |  Changements du calibre des vaisseaux  |  Diapédèse lympho-plasmocytaire  |  Accumulation de pigment d'anthracose dans les tissus 
QCM || Question 27 ||  Cellules géantes multinucléées  |  Vaisseaux collabés  |  Lymphocytes  |  Cellules épithélioïdes  |  Elément liquidien - exsudat riche en protéines  |  Fibrine  |  Plasmocytes |  Congestion vasculaire  |  Érythrocytes  |  Polynucléaires neutrophiles 
QCM || Question 28 ||  Suppurée - exsudat riche en polynucléaires neutrophiles  |  Granulomateuse - exsudat riche en macrophages activés  |  Purulente – exsudat riche en lymphocytes  |  Œdémateuse - riche en transsudat  |  Thrombotique - exsudat riche en plaquettes  |  Fibrineuse - exsudat riche en fibrine  |  Catarrhale - associée aux muqueuses avec des glandes mucosécrétrices  |  Séreuse - élément liquidien augmenté  |  Emphysémateuse - exsudat riche en oxygène  |  Hémorragique - exsudat riche en érythrocytes 
QCM || Question 29 ||  Elle peut être localisée au niveau des séreuses  |  Dans la pneumonie lobaire, il se présente sous la forme d'une alvéolite séreuse  |  Au niveau du larynx et de la muqueuse colique, il se présente sous forme de fausses membranes blanches ou blanc grisâtres  |  Au niveau de la peau elle peut se présenter sous forme des vésicules  |  Au niveau des muqueuses, elle se présente sous forme pseudo-membraneuse  |  Peut affecter la plèvre, le péricarde et le péritoine  |  Elle n'affecte pas le poumon  |  Au niveau de la cavité pleurale, elle apparaît sous forme d'empyème  |  Est caractérisée par un exsudat riche en élément liquidien  |  Au niveau de la peau, elle apparaît sous forme d'abcès récent 
QCM || Question 30 ||  C'est une forme d'inflammation fibrineuse  |  C'est une forme d'inflammation séro-fibrineuse  |  Les fausses membranes sont adhérentes à la muqueuse  |  Au niveau des muqueuses, elle apparaît sous forme de fausses membranes |  Est caractérisée par un exsudat riche en fibrine  |  Elle apparaît sous forme de vésicules cutanées lors de brûlures et d'infections virales  |  Le foyer inflammatoire est délimité par une pseudocapsule  |  C'est une forme d'inflammation aiguë  |  Elle se situe le plus souvent au niveau des organes parenchymateux  |  C'est une forme d'inflammation chronique non spécifique 
QCM || Question 31 ||  Évolution vers une péricardite constrictive  |  Péricarde épais  |  La cavité péricardique est pleine de pus |  Péricarde rugueux  |  L'infiltrat inflammatoire est mononucléaire  |  Péricarde lisse, brillant  |  Exsudat riche en fibrine  |  Fausses membranes à la surface de lʼépicarde  |  Amas fibrineux sur le feuillet viscéral du péricarde  |  Dysplasie des fibres myocardiques 
QCM || Question 32 ||  Septicémie  |  Urémie  |  Bactéries pyogènes  |  Insuffisance cardiaque  |  Infarctus  |  Virus, TBC  |  Néoplasmes  |  Thromboembolie  |  Maladies auto-immunes  |  Embolie gazeuse 
QCM || Question 33 ||  L'épicarde est épaissi à cause de granulomes épithélioïdes  |  Dans l'épicarde, les vaisseaux sont congestionnés  |  Les filaments de fibrine apparaissent sous forme de globes cornés  |  Dans l'épicarde sont présents des cellules inflammatoires  |  Rares polynucléaires neutrophiles  |  A la surface du péricarde il y a un dépôt de collagène dense  |  L'épicarde est atrophié  |  A la surface de lʼépicarde la fibrine apparaît sous forme de phlegmon  |  Exsudat fibrineux à la surface du péricarde  |  Les filaments de fibrine se présentent sous forme d'un réseau éosinophile 
QCM || Question 34 ||  Congestion vasculaire dans les parois alvéolaires  |  Cellules géantes multinucléées dans la lumière alvéolaire  |  La lumière alvéolaire est libre  |  Formation d'abcès  |  Atrophie des parois alvéolaires  |  Rares érythrocytes dans la lumière alvéolaire  |  Exsudat inflammatoire riche en fibrine  |  Dépôts homogène, éosinophiles sous forme de réseau dans les lumières alvéolaires |  De nombreux lymphocytes dans la paroi alvéolaire  |  Rares PNN dans la lumière alvéolaire 
QCM || Question 35 ||  Lymphocyte  |  Fibroblastes  |  Tissu fibreux mature  |  Polynucléaires normaux et altérés  |  Débris nécrotiques  |  Plasmocytes  |  Macrophages, érythrocytes  |  Flore microbienne  |  Myofibroblastes  |  Fibrine 
QCM || Question 36 ||  Furoncle  |  Pyoarthrose  |  Bronchite catarrhale  |  Appendicite phlegmoneuse  |  Leptoméningite purulente  |  Pneumonie grippale  |  Carbuncle  |  Pyopericard  |  Microabcès récents  |  Empyème pleural  
QCM || Question 37 ||  Lʼabcès chronique est délimité de membrane pyogène  |  Le furoncle est une variété d'abcès qui se développent dans le derme au niveau de l'unité pilo sébacée  |  Un exemple est le carbuncle, cʼest un bouquet de furoncles  |  Elle peut être bénigne ou maligne  |  Lʼexsudat purulent s'étend au long des septa conjonctifs et des espaces anatomiques |  Cʼest lʼaccumulation de pus sans tendance à l'encapsulation  |  Cʼest une accumulation de pus dans une cavité due à une destruction de tissus sous l'action d'enzymes lysosomales  |  Un autre nom pour lʼinflammation purulente localisée est caverne  |  Cʼest une complication d'infections occultes  |  C'est aussi appelé - abcès
QCM || Question 38 ||  Dans la leptoméningite à H. influenzae l'exsudat est disposé plus fréquemment au niveau des convexités du cerveau  |  Est due à meningococcus, pneumococcus, haemophylus  |  L'exsudat purulent est disposé le long des vaisseaux  |  Cʼest une inflammation purulente diffuse  |  Elle peut être causée par le bacille de Koch |  La leptoméninge est épaissie par la présence de liquide d'œdème  |  La leptoméninge est mince avec des tubercules miliaires à la surface  |  La leptoméninge est opacifiée par un exsudat purulent crémeux  |  Dans la leptoméningite à pneumocoque, l'exsudat purulent est plus fréquemment à la base du cerveau  |  Les vaisseaux sont congestionnés 
QCM || Question 39 ||  Cʼest une inflammation purulente diffuse  |  Survient comme une complication des tumeurs pulmonaires  |  Quelle que soit sa localisation, il se présente sous forme de cavernes à contenu caséeux  |  Lʼabcès récent est une cavité pleine du pus à parois anfractueuses, délimitée par la fibrine du tissu envoisinant  |  Lʼabcès chronique est délimité par une paroi lisse, fibreuse - membrane pyogénique  |  La cavité de l'abcès montre des vaisseaux avec des dilatations anévrismales  |  Est une complication de la pneumonie lobaire ou de la bronchopneumonie  |  L'abcès peut être séreux ou mucineux  |  Cʼest une inflammation purulente localisée  |  On l'appelle aussi empyème pleural 
QCM || Question 40 ||  Traumatismes thoraciques  |  Septicémie  |  Bronchectasie  |  Aspiration du corps étranger  |  Bronchopneumonie tuberculeuse  |  Emphysème bulleux  |  Hydrothorax  |  Pneumonie lobaire aiguë  |  Pneumonie interstitielle  |  Myocardite interstitielle 
QCM || Question 41 ||  Surinfection  |  Amylose secondaire |  Gangrène pulmonaire  |  Tuberculome  |  Hydrocéphalie  |  Néphroangiosclérose  |  Guérison  |  Carcinome pulmonaire  |  Adénome  |  Empyème pleural 
QCM || Question 42 ||  Des macrophages activés peuvent être observés dans la substance cérébrale  |  Zone triangulaire blanche nacrée au niveau du parenchyme cérébral  |  Peut être localisé au niveau des lobes frontaux  |  Au microscope, il apparaît sous forme de nodules polycycliques  |  Apparaît dans la cavité des ventricules latéraux  |  Il peut être délimité par une paroi fibreuse  |  Se présente comme une zone de nécrose de liquéfaction blanc jaunâtre  |  L'exsudat purulent contient des lymphocytes, des plasmocytes, des érythrocytes  |  Il peut toucher le cervelet  |  Peut être localisé au niveau des lobes pariétaux 
QCM || Question 43 ||  Péricardite fibrineuse  |  Infections pulmonaires  |  Athérosclérose des vaisseaux du polygone de Willis  |  Rupture des anévrismes congénitaux  |  Extension locale à partir d'un foyer voisin (sinusite)  |  Implantation directe du germe (traumatisme)  |  Hypertension artérielle  |  Endocardite infectieuse  |  Dissémination hématogène à distance du foyer initial (ostéomyélite)  |  Leptoméningite tuberculeuse 
QCM || Question 44 ||  Lʼorigine est dans l'artère hépatique  |  Lʼorigine est portale : à partir d'une thrombophlébite septique  |  C'est une maladie idiopathique  |  Lʼorigine est portale : à partir d'une embolie septique  |  Peut survenir comme complication d'une infection péritonéale  |  Se produit dans la polypose adénomateuse familiale  |  Peut se produire comme une complication de l'appendicite aiguë  |  On l'appelle aussi abcès pyoémique  |  Complique une infection intra-abdominale  |  Lʼorigine est au niveau des voies biliaires extrahépatiques 
QCM || Question 45 ||  C'est une complication de la cholestérolose  |  C'est une réaction granulomateuse à corps étranger  |  C'est la lésion caractéristique de la cirrhose hépatique  |  Se développent à partir d'une infection des voies biliaires ascendantes  |  Les abcès sont localisés à la périphérie de l'organe  |  Lʼorigine est biliaire  |  Ils sont de préférence situés en région du hile hépatique  |  Le contenu des abcès est verdâtre |  Se développent à partir d'un foyer infectieux à distance  |  Peut survenir comme complication dʼune cholangite 
QCM || Question 46 ||  Les abcès cholangitiques ne sont pas guéris par l'antibiothérapie  |  Le contenu des abcès phlébitiques est verdâtre - mélange de bile avec du pus  |  Les abcès cholangitiques sont de petite dimension, multiples, à bordure festonnée  |  Les abcès pilephlébitiques sont de forme arrondie et dimensions variées  |  Les abcès pyoémiques apparaissent par dissémination lymphatique  |  Ils ont une évolution rapide vers le carcinome hépatocellulaire  |  La rupture des abcès pyléphlébitiques peut entraîner une péricardite  |  Peuvent être uniques ou multiples  |  Les abcès pilephlébitiques sont localisés en région du hile hépatique  |  Les abcès cholangitiques sont localisés à la périphérie du foie 
QCM || Question 47 ||  À l'extérieur, la membrane pyogénique est constituée de tissu de granulation  |  Est causé par des agents viraux  |  C'est une complication de l'hépatite chronique sévère  |  C'est une inflammation chronique granulomateuse du foie  |  La cavité contient un exsudat purulent  |  C'est une inflammation purulente localisée  |  Apparaît dans la tuberculose hépatique  |  Se présente sous forme de nodules de régénération  |  La paroi est constituée d'une membrane pyogène  |  La membrane pyogène est formée vers l'intérieur par un réseau de fibrine 
QCM || Question 48 ||  Chronicisation lorsque le stimulus persiste  |  Régénération des tissus à cellules permanentes  |  Organisation conjonctive lorsque la résolution est impossible  |  Restauration de la normalité par calcifications métastatiques du tissu affecté |  Chronicisation lorsque lʼétiologie est éliminée  |  Résolution dans une inflammation légère ou infection sans nécrose  |  Abcédation dans les infections à bactéries pyogènes  |  Transformation maligne  |  Restauration de la normalité du tissu à cellules capables de régénération |  Atrophie de compression 
QCM || Question 49 ||  L'augmentation de la perméabilité vasculaire entraîne la formation de granulomes  |  Vasodilatation artériolo-capillaire |  La congestion favorise l'apparition de kystes lipidiques  |  Phénomène de phagocytose réalisé par les leucocytes  |  Ralentissement du flux sanguin |  Les PMN arrivent dans le foyer inflammatoire après les macrophages  |  Vasoconstriction transitoire  |  Passage de PNN à travers la paroi dʼun capillaire dilaté  |  Le foyer inflammatoire contient des cellules dysplasiques  |  Vasodilatation transitoire est suivie d'une vasoconstriction 
QCM || Question 50 ||  Peut être spécifique ou non spécifique  |  Cʼest un processus inflammatoire de longue durée (semaines, mois)  |  Il s'agit d'événements cellulaires et vasculaires qui surviennent en quelques minutes de l'action de l'agent pathogène  |  Se caractérise par la présence d'un exsudat purulent  |  Lʼinfiltrat inflammatoire est mononucléaire - lymphocytes, plasmocytes, macrophages |  Elle est associée à la réparation par organisation conjonctive  |  L'élément cellulaire caractéristique est le polynucléaire neutrophile  |  Elle est produite par des bactéries pyogènes  |  Elle est associée à destructions tissulaires importantes  |  Peut-être granulomateuse non spécifique 
QCM || Question 51 ||  Elle se caractérise par la présence de granulomes qui peuvent être de plusieurs types selon l'étiologie de l'inflammation  |  Elle se caractérise par un infiltrat diffus ou focal constitué de cellules mononucléées  |  L'élément cellulaire caractéristique est le polynucléaire neutrophile  |  Les granulomes peuvent être de type non immunologique - à corps étranger  |  On l'appelle aussi granulomateuse  |  La plupart du temps l'inflammation chronique suivie une inflammation aiguë  |  Les granulomes peuvent être de type immunologique - non caséeux  |  Elle est présente dans l'hépatite virale chronique  |  Un exemple est l'ulcère peptique chronique  |  Les granulomes peuvent être de type immunologique - caséeux 
QCM || Question 52 ||  Elle est présente dans la glomérulonéphrite chronique  |  Peut être spécifique  |  Cʼest une réaction d'adaptation  |  Elle est produite par les Stafilococcus aureus et Streptococcus pyogenes  |  Elle est présente dans la sarcoïdose  |  A une durée de quelques heures à quelques jours  |  Elle représente une accumulation de lipides au niveau des tissus  |  Cʼest une accumulation de protéines  |  Elle est présente dans la tuberculose  |  Peut être non spécifique 
QCM || Question 53 ||  Quels que soient la localisation et le type macroscopique de la lésion, elle présente les mêmes critères diagnostiques microscopiques  |  Elle se caractérise par la présence d'une cytostéatonécrose  |  Cʼest une inflammation granulomateuse spécifique  |  Macroscopiquement montre des  circonscrites, diffuses et ulcérées |  Se caractérise par la présence de granulomes de type immunologique caséeux  |  Elle se caractérise par la présence de granulomes de type immunologique non caséeux  |  Est produite par Mycobacterium tuberculosis  |  Représente une inflammation granulomateuse non spécifique  |  Macroscopiquement montre des  végétantes  |  Elle se caractérise par la présence de granulomes à corps étrangers 
QCM || Question 54 ||  Nodule simple  |  Tubercules miliaires  |  Péritonite tuberculeuse  |  Foyer de Ghon  |  Caverne tuberculeuse  |  Tubercules polycycliques  |  Pneumonie caséeuse  |  Tuberculome  |  Abcès pulmonaire  |  Phlegmon 
QCM || Question 55 ||  Pleurésie tuberculeuse  |  Infiltrat tuberculeux apical  |  Leptoméningite tuberculeuse  |  Caverne rénale  |  Ulceration intestinal  |  Caverne osseuse  |  Foyer dʼAssmann  |  Caverne pulmonaire ancienne  |  Abcès pulmonaire chronique  |  Caverne pulmonaire récente 
QCM || Question 56 ||  Se manifeste sous forme de pyélonéphrite tuberculeuse  |  Situé principalement au niveau des corps vertébraux dans la région lombaire  |  Cʼest un ulcère à bords anfractueux et base irrégulière  |  Il est situé dans la région iléo-cæcale  |  Cʼest une lésion circonscrite de 1 cm, avec nécrose de caséification (parfois calcification).  |  Cʼest une lésion nodulaire  |  Il est situé dans le poumon, sous-pleural |  Il fait partie du complexe tuberculeux primaire  |  C'est un exemple de nodule simple  |  Cʼest une lésion diffuse 
QCM || Question 57 ||  C'est une lésion circonscrite  |  Est produite par l'élimination du caséum dans une bronche érodée par le foyer tuberculeux  |  La caverne récente est pleine de pus  |  C'est un exemple d'inflammation purulente aiguë localisée  |  Elle peut être récente ou ancienne  |  La caverne ancienne a des parois épaisses, fibreuses, lisses, sans trace de caséum  |  Cʼest une lésion tuberculeuse diffuse  |  La cavité présente des brides conjonctivo-vasculaires (anévrismes de Rasmussen) |  La caverne récente a des parois minces, couvertes de dépôts jaunâtres de caséum 
